recipe_id,food_word,recipe_name,category,dietary_category,link_type,canonical_ndb_no,prep_time,servings_label,servings_count,sr_rule,cooking_method,cook_minutes,cook_temp_f,yield_factor_water,yield_factor_fat,yield_factor_protein,yield_factor_carbohydrate,yield_factor_other,yield_factor_fiber,status,fingerprint,sr_notes,disclosure,audit_status,audit_notes,skip_macros,cook2_method,cook2_minutes,cook2_temp_f,cook3_method,cook3_minutes,cook3_temp_f,fill_class,cook2_fill_class,cook3_fill_class
SAUCE_023,GREENGODDESS,Green Goddess Dressing,sauces & condiments,pesca,builtin,,,2 tbsp (makes 9),9,Rule D,,,,,,,,,,approved,,,,PENDING,,
SAUCE_024,CAESARDRESSING,Caesar Salad Dressing,sauces & condiments,pesca,builtin,,,2 tbsp (makes 7),7,Rule D,,,,,,,,,,approved,,,,PENDING,,
SALAD_001,CAESARSALAD,Caesar Salad,salads,pesca,dish,,,1 bowl (makes 2),2,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PENDING,,
SALAD_002,CHICKENCAESARSALAD,Chicken Caesar Salad,salads,pollo-pesca,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PENDING,,
SALAD_003,COBBSALAD,Cobb Salad,salads,all,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PENDING,,
SALAD_004,CHEFSALAD,Chef Salad,salads,all,dish,,,1 bowl (makes 2),2,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_005,GREEKSALAD,Greek Salad,salads,veggie,dish,,,1 bowl (makes 2),2,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_006,TACOSALAD,Taco Salad,salads,all,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_007,ASPARAGUSSALAD,Asparagus Salad,salads,vegan,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_008,BURRATASALAD,Burrata Salad,salads,veggie,dish,,,1 plate (makes 2),2,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_009,CAPRESALAD,Caprese Salad,salads,veggie,dish,,,1 plate (makes 2),2,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_010,CHICKPEASALAD,Chickpea Salad,salads,veggie,dish,,,1 bowl (makes 2),2,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_011,CHICKENPASTASALAD,Chicken Pasta Salad,salads,pollo,dish,,,1 bowl (makes 4),4,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_012,CHICKENARTICHOKESAL,Chicken & Artichoke Pasta Salad,salads,pollo,dish,,,1 bowl (makes 4),4,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_013,GNOCCHIANTIPASTO,Gnocchi Antipasto Salad,salads,all,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_014,GRILLEDCHICKENSALAD,Grilled Chicken Salad,salads,pollo,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_015,MEDORZOSALAD,Mediterranean Orzo Salad,salads,veggie,dish,,,1 bowl (makes 4),4,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_016,MEDPASTASALAD,Mediterranean Pasta Salad,salads,all,dish,,,1 bowl (makes 4),4,Rule D,boiled,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_017,RAMENNOODLESALAD,Ramen Noodle Salad,salads,vegan,dish,,,1 bowl (makes 4),4,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_018,SHRIMPCAESARSALAD,Shrimp Caesar Salad,salads,pesca,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_019,SOUTHWESTERNSALAD,Southwestern Salad,salads,pollo,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_020,SHRIMPAVOCADOSALAD,Shrimp and Avocado Salad,salads,pesca,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_021,TUNAMACARONISALAD,Tuna Macaroni Salad,salads,pesca,dish,,,1 bowl (makes 4),4,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_022,WEDGESALAD,Wedge Salad,salads,all,dish,,,1 wedge (makes 2),2,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_023,NICOISESALAD,Nicoise Salad,salads,pesca,dish,,,1 bowl (makes 2),2,Rule D,,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_024,SPINACHSALAD,Spinach Salad,salads,all,dish,,,1 bowl (makes 2),2,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_025,THREEBEANSALAD,Three Bean Salad,salads,vegan,dish,,,1 bowl (makes 4),4,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
SALAD_026,WALDORFSALAD,Waldorf Salad,salads,veggie,dish,,,1 bowl (makes 4),4,Rule D,raw,,,1.0,1.0,1.0,1.0,1.0,,approved,,,,PASS,,
ENTR_002,BEEFASIANNOODLES,Beef Asian Noodles,Entrees & Main Courses,all,dish,,30 min,1 bowl (makes 2),2,Rule D,simmer,2,,,,,,,,approved,,"Physics conversion July 2026: rice noodles boil 5 minutes; beef pan-sears 9 minutes with avocado oil and salt; onion and carrots saute 5 minutes; broccoli pan-sears 3 minutes; garlic and ginger saute 1 minute; sauce assembles tamari sesame oil Beef Stock cornstarch and sugar before the final 2-minute simmer; scallions finish after cooking. Rule D — no canonical match.",Beef Asian noodle bowl. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_003,BEEFANDBROCCOLI,Beef and Broccoli,Entrees & Main Courses,all,dish,27415110,25 min,1 plate (makes 2),2,Rule G,simmer,2,,,,,,,,approved,,"Physics conversion July 2026: beef pan-seared 3 minutes; broccoli and garlic pan-seared 3 minutes; sauce simmers uncovered 2 minutes with soy sauce, cider vinegar, sugar, cornstarch, and water. FNDDS FC 27415110 canonical: E=156.4 P=10.55 F=10.65 C=5.31 Fi=1.42 Su=1.39 W=71.66 per 100g. Flank steak proxy for FNDDS NDB 23612 (chuck arm pot roast lean); near-identical raw macro profile.",Beef and broccoli stir-fry. Nutrient values computed from raw ingredients using USDA SR Legacy data.,PASS,Rule G — converted to section-first physics July 2026; no locked yield factors. Computed vs FNDDS FC 27415110: Energy -7.0%; Protein -8.5%; Fat -6.3%; Carbs -7.0%; Fiber -7.0%; Sugar -7.4%; Water +2.7%. Divergence reflects physics yield replacing the former locked yfw=0.87.,
ENTR_004,BEEFBOLOGNESE,Beef Bolognese,Entrees & Main Courses,all,dish,,45 min,1 plate (makes 4),4,Rule D,sub-simmer,50,,,,,,,,approved,,"Physics conversion July 2026: pasta boiled 8 minutes; ground beef pan-seared 22 minutes; vegetables, garlic, tomato paste, and white wine pan-seared in staged prep; tomato sauce sub-simmers uncovered 50 minutes with Beef Stock component, milk, herbs, sugar, salt, pepper, and nutmeg. Rule D — no FNDDS canonical (FC 27162040 uses jarred marinara + raw beef, not representative of home-cooked Bolognese).",Classic beef Bolognese meat sauce over wide pasta. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_005,BEEFBOURGUIGNON,Beef Bourguignon,Entrees & Main Courses,all,dish,,3 hr,1 bowl (makes 4),4,Rule D,,,,,,,,,,approved,,"Physics conversion July 2026: bacon sauteed 8 minutes with fat retained in the pot; beef pan seared 6 minutes; vegetables, garlic, flour, and tomato paste sauteed in staged prep; red wine and comboo beef broth simmer 150 minutes with thyme and bay leaves; mushrooms added after cooking. Rule D — FNDDS FC 27111200 uses two unresolvable NDB references and is structurally incomparable to home-style Bourguignon.",Classic French beef stew. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_006,BEEFBIRRIA,Beef Birria,Entrees & Main Courses,all,dish,,3 hr,1 bowl (makes 4),4,Rule D,braise,160,,,,,,,,approved,,"Physics conversion July 2026: ancho and pasilla chiles sub-simmer 20 minutes; beef chuck browns 6 minutes with salt and pepper; comboo beef broth, tomato, onion, garlic, spices, vinegar, and bay leaves braise covered 160 minutes. Rule D — no FNDDS canonical for birria.",Classic Mexican beef braise in dried chile broth. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_007,BEEFCARBONNADE,Beef Carbonnade,Entrees & Main Courses,all,dish,,2.5 hr,1 bowl (makes 4),4,Rule D,braise,135,,,,,,,,approved,,"Physics conversion July 2026: beef chuck browns 6 minutes in butter with salt and pepper; onions saute 26 minutes; garlic and flour saute in staged prep; beer, beef broth, cider vinegar, mustard, brown sugar, thyme, and bay leaves braise covered 135 minutes. Rule D — no FNDDS canonical for Belgian beef carbonnade.",Classic Belgian beef and beer braise. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_008,BEEFCARNEASADA,Beef Carne Asada,Entrees & Main Courses,all,dish,,30 min,1 plate (makes 4),4,Rule D,,,,,,,,,,approved,,Physics conversion July 2026: flank steak and skillet oil pan-sear 9 minutes; citrus-herb marinade rows are displayed under Marinade, 97% discarded, and the retained 3% is routed into the beef section for cooking. Rule D — no FNDDS canonical for carne asada.,Mexican citrus-marinated grilled flank steak. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_009,BEEFCARNEGUISADA,Beef Carne Guisada,Entrees & Main Courses,all,dish,,2 hr,1 plate (makes 4),4,Rule D,braise,100,,,,,,,,approved,,"Physics conversion July 2026: beef chuck browns 6 minutes with salt, pepper, and avocado oil; onion and green bell pepper saute 7 minutes; garlic sautes 3 minutes; flour sautes 2 minutes; tomatoes, beef broth, cumin, chili powder, oregano, and paprika braise covered 100 minutes. Rule D — no canonical match for carne guisada.",Tex-Mex braised beef in a tomato-pepper gravy. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_010,BEEFCORNEDCABBAGE,Beef Corned Beef & Cabbage,Entrees & Main Courses,all,dish,,3 hr,1 plate (makes 6),6,Rule D,,,,,,,,,,approved,,"Physics conversion July 2026: brisket sub-simmers 165 minutes with black pepper, allspice, bay leaves, and salt; potatoes and carrots sub-simmer 28 minutes; cabbage, celery, and onion sub-simmer 18 minutes; brine rows display as unheated, are 92% discarded, and route the retained 8% into the brisket section for cooking. Rule D — no canonical match.",Classic corned beef and cabbage boiled dinner. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_011,COTTAGEPIE,Beef Cottage Pie,Entrees & Main Courses,all,dish,,1 hr 30 min,1 plate (makes 6),6,Rule D,baked,28,400,,,,,,,approved,,"Physics conversion July 2026: potatoes boil uncovered 17 minutes; ground beef pan-sears 14 minutes with avocado oil; onion, carrot, and celery saute 8 minutes; garlic sautes 2 minutes; flour and tomato paste saute 1 minute; beef broth, thyme, rosemary, salt, and pepper simmer uncovered 9 minutes; assembled pie bakes at 400°F for 28 minutes. Rule D — no canonical match.",Classic British-style beef cottage pie topped with mashed potatoes. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_012,CHURRASCO,Beef Churrasco,Entrees & Main Courses,all,dish,,30 min,1 plate (makes 4),4,Rule D,,,,,,,,,,approved,,"Physics conversion July 2026: outside skirt steak pan-grills 7 minutes with retained salt and black pepper; avocado oil, lime, garlic, cumin, oregano, salt, and black pepper marinade rows display as unheated, are 97% discarded, and route the retained 3% into the beef section for cooking. Rule D — no canonical match.","Latin-style grilled skirt steak marinated with lime, garlic, and spices. Nutrient values computed from raw ingredients using USDA SR Legacy data.",NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_013,BEEFCURRY,Beef Curry,Entrees & Main Courses,all,dish,,2 hr,1 plate (makes 4),4,Rule D,braise,75,,,,,,,,approved,,"Physics conversion July 2026: beef chuck pan-grills 4 minutes with salt, pepper, and avocado oil; onions pan-grill 7 minutes; garlic pan-grills 3 minutes; curry powder and tomato paste pan-grill 2 minutes; carrots pan-grill 1 minute; coconut milk assembly braises covered 75 minutes; cilantro is added after cooking. Rule D — no canonical match.",Coconut milk beef curry with chuck roast braised in spiced sauce. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_014,ROPAVIEJA,Beef Ropa Vieja,Entrees & Main Courses,all,dish,,2 hr 30 min,1 plate (makes 4),4,Rule D,braise,100,,,,,,,,approved,,"Physics conversion July 2026: flank steak pan-sears 7 minutes with salt, pepper, and avocado oil; onions and bell peppers saute 8 minutes; garlic sautes 3 minutes; cumin and oregano saute 2 minutes; tomato paste sautes 1 minute; tomatoes, beef broth, wine, and bay leaves braise covered 100 minutes; shredded beef, cilantro, olives, and capers are added after cooking. Rule D — no canonical match.",Cuban-style shredded flank steak braised in tomato-pepper sauce with green olives and capers. Nutrient values computed from raw ingredients using USDA SR Legacy data.,NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_015,STEAKDIANE,Beef Steak Diane,Entrees & Main Courses,all,dish,,30 min,1 plate (makes 4),4,Rule D,,,,,,,,,,approved,,Physics conversion July 2026: tenderloin steaks pan-sear 6 minutes in butter; shallots and garlic saute 10 minutes; mushrooms saute 9 minutes; brandy simmers 6 minutes; beef broth and Worcestershire simmer uncovered 5 minutes; cream and Dijon-style mustard simmer uncovered 3 minutes; parsley is added after cooking. Rule D — no canonical match.,"Classic pan-sauced beef tenderloin with mushrooms, brandy, cream, and Dijon mustard. Nutrient values computed from raw ingredients using USDA SR Legacy data.",NO_CANON,Rule D — no canonical match. Converted to section-first physics July 2026; no locked yield factors.,
ENTR_016,BEEFENCHILADA,Beef Enchiladas,entrees & main courses,all,builtin,,,3 enchiladas (makes 4),4,Rule D,baked covered,20,375,,,,,,,approved,,Physics conversion July 2026: ground beef pan-grills 12 minutes; onion sautes 5 minutes; garlic and spices saute 1 minute; Red Enchilada Sauce is included in the assembly section; tortillas and Mexican cheese assemble unheated; covered bake 20 minutes at 375°F. Rule D — no canonical match.,Beef Enchiladas computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_017,GOULASH,Beef Goulash,entrees & main courses,all,builtin,,,1 cup (makes 4),4,Rule D,braise,115,,,,,,,,approved,,"Physics conversion July 2026: beef browns 6 minutes with oil, salt, and pepper; onions saute 13 minutes; garlic and green bell pepper saute 4 minutes; paprika, caraway, and marjoram saute 2 minutes; tomato paste sautes 1 minute; beef broth is included as an unheated section; sour cream is added after cooking. Rule D — no canonical match.",Beef Goulash computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_018,BEEFFAJITA,Beef Fajitas,entrees & main courses,all,builtin,,,2 fajitas (makes 4),4,Rule D,,,,,,,,,,approved,,Physics conversion July 2026: steak pan-grills 7 minutes; onions pan-grill 8 minutes with avocado oil; bell peppers and spices pan-grill 4 minutes; tortillas are unheated; marinade displays but is discarded 100%. Rule D — no canonical match.,Beef Fajitas computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_019,HAMBURGERSTEAK,Beef Hamburger Steak,entrees & main courses,all,builtin,,,1 steak with gravy (makes 4),4,Rule D,simmer,3,,,,,,,,approved,,Physics conversion July 2026: patties pan-sear 9 minutes; onions saute 13 minutes; mushrooms and garlic saute 5 minutes; flour sautes 1 minute; beef broth, Worcestershire, salt, and pepper simmer 4 minutes before the final 3-minute top-bar simmer. Rule D — no canonical match.,Beef Hamburger Steak computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_020,BEEFFLANKSTEAK,Beef Flank Steak with Marinade,entrees & main courses,all,builtin,,,6 oz steak (makes 4),4,Rule D,,,,,,,,,,approved,,Physics conversion July 2026: flank steak pan-grills 9 minutes with retained salt; soy-lime marinade rows display but are 100% discarded before cooking. Rule D — no canonical match.,Beef Flank Steak computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_021,BEEFITALIANMEATBALL,Beef Italian Meatballs,entrees & main courses,all,builtin,,,1 serving meatballs & sauce (makes 4),4,Rule D,sub-simmer,22,,,,,,,,approved,,Physics conversion July 2026: meatballs pan-sear 9 minutes; onion sautes 9 minutes; garlic and red pepper flakes saute 1 minute; crushed tomato sauce sub-simmers 22 minutes; fresh basil is added after cooking. Rule D — no canonical match.,Beef Italian Meatballs computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_022,LASAGNAMEAT,Beef Lasagna,entrees & main courses,all,builtin,,,1 piece (makes 8),8,Rule D,baked covered,30,375,,,,,,,approved,,"Physics conversion July 2026: lasagna noodles boil 8 minutes; ground beef pan-sears 11 minutes with avocado oil; onion and garlic saute 3 minutes; tomato sauce simmers 17 minutes; cheese filling assembles unheated; Cook1 covered bake 30 minutes at 375°F, then Cook2 uncovered bake 17 minutes at 375°F. Rule D — no canonical match.",Beef Lasagna computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; staged primary bake updated.,,baked,17,375,,,,,casserole_baked,
ENTR_023,BEEFLOMEL,Beef Lo Mein,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,simmer,2,,,,,,,,approved,,Physics conversion July 2026: egg noodles boil 3 minutes; beef stir-fries 2 minutes with cornstarch and avocado oil; garlic and ginger stir-fry 4 minutes; mushrooms and carrots stir-fry 3 minutes; cabbage and bean sprouts stir-fry 1 minute; sauce simmers 2 minutes; scallions and sesame oil are added after cooking. Rule D — no canonical match.,Beef Lo Mein computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_024,BEFLONDONBROIL,Beef London Broil,entrees & main courses,all,builtin,,,6 oz steak (makes 4),4,Rule D,,,,,,,,,,approved,,Physics conversion July 2026: beef top round pan-grills 12 minutes with retained salt; soy-herb marinade rows display but are 100% discarded before cooking. Rule D — no canonical match.,Beef London Broil computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_025,BEEFKABOB,Beef Kabobs,entrees & main courses,all,builtin,,,2 skewers (makes 4),4,Rule D,,,,,,,,,,approved,,Physics conversion July 2026: beef and vegetable kabobs grill 7 minutes with retained salt; lemon-herb marinade rows display but are 100% discarded before cooking. Rule D — no canonical match.,Beef Kabobs computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_026,BEEFKOREAN,Beef Korean Beef,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,simmer,2,,,,,,,,approved,,Physics conversion July 2026: ground beef pan-grills 8 minutes; garlic and ginger pan-grill 1 minute; sauce ingredients assemble unheated and the dish simmers 2 minutes; scallions are added after cooking. Rule D — no canonical match.,Beef Korean Beef computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_027,BEEFMEATLOAF,Beef Meatloaf,entrees & main courses,all,builtin,,,1 slice (makes 8),8,Rule D,baked,60,350,,,,,,,approved,,Physics conversion July 2026: meatloaf and glaze assemble unheated then bake 60 minutes at 350°F. Rule D — no canonical match.,Beef Meatloaf computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_028,BEEFMONGOLIAN,Beef Mongolian Beef,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,simmer,1,,,,,,,,approved,,Physics conversion July 2026: flank steak pan-grills 3 minutes with vegetable oil and cornstarch; sauce simmers 3 minutes; scallions and sesame oil assemble unheated and the dish simmers 1 minute. Rule D — no canonical match.,Beef Mongolian Beef computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_029,BEEFOSSOBUCO,Beef Osso Buco,entrees & main courses,all,builtin,,,1 shank (makes 4),4,Rule D,braise,100,,,,,,,,approved,,Physics conversion July 2026: shanks pan-grill 7 minutes; vegetables pan-grill 6 minutes; garlic pan-grills 1 minute; white wine simmers 2 minutes; tomatoes and spices assemble unheated and the dish braises covered 100 minutes; gremolata is added after cooking. Rule D — no canonical match.,Beef Osso Buco computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_030,BEEFPEPPERSTEAK,Beef Pepper Steak,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,,,,,,,,,,approved,,Physics conversion July 2026: flank steak stir-fries 3 minutes; onions stir-fry 5 minutes; bell peppers stir-fry 3 minutes; garlic and ginger stir-fry 1 minute; sauce simmers 1 minute; sesame oil assembles unheated. Rule D — no canonical match.,Beef Pepper Steak computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_031,BEEFPICADILLO,Beef Picadillo,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,braise,18,,,,,,,,approved,,Physics conversion July 2026: ground beef pan-grills 8 minutes with avocado oil; onion and bell pepper pan-grill 5 minutes; garlic pan-grills 1 minute; tomato assembly braises covered 18 minutes. Rule D — no canonical match.,Beef Picadillo computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; retained calibrated ground-beef fat drain.,
ENTR_032,BEEFPOTPIE,Beef Pot Pie,entrees & main courses,all,builtin,,,1 serving (makes 6),6,Rule D,baked,32,400,,,,,,,approved,,Physics conversion July 2026: double crust remains a pure component recipe; beef pan-grills 4 minutes; onion carrot celery and flour saute 6 minutes; broth potatoes peas and thyme simmer 15 minutes; assembled pot pie bakes at 400 F for 32 minutes. Rule D — no canonical match.,Beef Pot Pie computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_033,BEEFPOTROAST,Beef Pot Roast,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,braise,165,325,,,,,,,approved,,Physics conversion July 2026: chuck roast pan-sears 12 minutes; onion sautes 7 minutes; garlic and tomato paste saute 2 minutes; flour sautes 1 minute; broth vegetables and herbs assemble unheated; covered oven braise runs 325 F for 165 minutes. Rule D — no canonical match.,Beef Pot Roast computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; celery omitted per beef entrée spec.,
ENTR_034,BEEFRAGU,Beef Ragu,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,braise,165,,,,,,,,approved,,Physics conversion July 2026: beef pan-grills 12 minutes; onion celery and carrots pan-grill 5 minutes; garlic and tomato paste pan-grill 1 minute; red wine pan-grills 2 minutes; tomato broth and herbs assemble unheated; covered braise runs 165 minutes. Rule D — no canonical match.,Beef Ragu computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_035,BEEFBACKRIBS,Beef Back Ribs,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,baked,165,275,,,,,,,approved,,Physics conversion July 2026: dry rub assembles unheated and bakes with ribs; beef back ribs bake at 275 F for 165 minutes; BBQ Sauce component is included in the ribs section. Rule D — no canonical match.,Beef Back Ribs computed from SR Legacy values only. Atwater energy recomputed for retained rib fat.,PASS,Converted to section-first physics July 2026; retained calibrated rib fat factor.,
ENTR_036,SALISBURYSTEAK,Beef Salisbury Steak,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,simmer,4,,,,,,,,approved,,Physics conversion July 2026: patties pan-grill 9 minutes; onion and mushrooms pan-grill 8 minutes; garlic pan-grills 1 minute; flour pan-grills 1 minute; gravy simmers uncovered 6 minutes; assembled skillet simmers uncovered 4 minutes. Rule D — no canonical match.,Beef Salisbury Steak computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; patty fat retained in gravy and butter omitted per beef entrée spec.,
ENTR_037,BEEFSHORTRIBS,Beef Short Ribs,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,baked covered,165,325,,,,,,,approved,,Physics conversion July 2026: short ribs pan-grill 7 minutes; onion carrots and celery pan-grill 7 minutes; garlic and tomato paste pan-grill 2 minutes; red wine simmers uncovered 3 minutes; broth and herbs assemble unheated; covered bake runs 325 F for 165 minutes. Rule D — no canonical match.,Beef Short Ribs computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_038,BEEFSKIRT,Beef Skirt Steak with Marinade,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,,,,,,,,,,approved,,Physics conversion July 2026: skirt steak pan-grills 7 minutes; marinade rows are fully discarded before cooking. Rule D — no canonical match.,Beef Skirt Steak computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; marinade marked 100 percent discarded.,
ENTR_039,STROGANOFF,Beef Stroganoff,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,simmer,2,,,,,,,,approved,,Physics conversion July 2026: steak pan-grills 4 minutes; onions and mushrooms pan-grill 9 minutes; garlic pan-grills 2 minutes; flour pan-grills 1 minute; broth sauce simmers 5 minutes; sour cream assembles unheated; final uncovered simmer runs 2 minutes. Rule D — no canonical match.,Beef Stroganoff computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_040,BEEFTENDERLOIN,Beef Tenderloin,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,baked,17,425,,,,,,,approved,,Physics conversion July 2026: tenderloin pan-sears 6 minutes with avocado oil salt and pepper; butter garlic thyme and rosemary saute 1 minute; final oven roast bakes at 425 F for 17 minutes. Rule D — no canonical match.,Beef Tenderloin computed from SR Legacy values only.,PASS,Converted to section-first physics July 2026; no locked yield factors.,
ENTR_041,BEEFTERIYAKI,Beef Teriyaki,entrees & main courses,all,builtin,,,1 serving (makes 4),4,Rule D,boiled,1,,,,,,,,approved,,Physics conversion July 2026: beef pan-grills 4 minutes with coconut oil; soy mirin-proxy marinade assembles unheated; final uncovered boil runs 1 minute. Rule D — no canonical match.,Beef Teriyaki computed from SR Legacy values only. White wine dry (NDB 14106) used as mirin proxy (mirin not in SR Legacy).,PASS,Converted to section-first physics July 2026; no locked yield factors.,
